name,symbol,isot_symbol,atomic_number,mass_number,abundance,mass [u],mass_uncertainty [u],spin,parity,is_radioactive,half_life [s],half_life_uncertainty [s],gfactor,gfactor_uncertainty,quadrupole_moment [b],quadrupole_moment_uncertainty [b]
Promethium,Pm,¹⁵¹Pm,61,151,0.0,150.921216613,4.949e-6,2.5,1,true,102240.0,144.0,0.72,0.08,2.2,0.9
Promethium,Pm,¹⁵²Pm,61,152,0.0,151.923505185,2.7809e-5,1.0,1,true,247.20000000000002,4.8,,,,
Promethium,Pm,¹⁵³Pm,61,153,0.0,152.924156252,9.729e-6,2.5,-1,true,315.0,1.2,,,,
Promethium,Pm,¹⁵⁴Pm,61,154,0.0,153.926712791,2.6861e-5,4.0,1,true,160.8,4.2,,,,
Promethium,Pm,¹⁵⁵Pm,61,155,0.0,154.928136951,5.065e-6,2.5,-1,true,41.5,0.2,,,,
Promethium,Pm,¹⁵⁶Pm,61,156,0.0,155.931114059,1.275e-6,4.0,1,true,27.4,0.5,,,,
Promethium,Pm,¹⁵⁷Pm,61,157,0.0,156.933121298,7.521e-6,2.5,-1,true,10.56,0.1,,,,
Promethium,Pm,¹⁵⁸Pm,61,158,0.0,157.936546948,9.53e-7,0.0,1,true,4.8,0.5,0.0,0.0,0.0,0.0
Promethium,Pm,¹⁵⁹Pm,61,159,0.0,158.939286409,1.0777e-5,2.5,-1,true,1.49,0.13,,,,
Promethium,Pm,¹⁶⁰Pm,61,160,0.0,159.943215272,2.2e-6,6.0,-1,true,0.725,0.057,,,,
Promethium,Pm,¹⁶¹Pm,61,161,0.0,160.946229837,9.7e-6,2.5,-1,true,1.05,0.15,,,,
Promethium,Pm,¹⁶²Pm,61,162,0.0,161.950574,0.000322,2.0,1,true,0.63,0.18,,,,
Promethium,Pm,¹⁶³Pm,61,163,0.0,162.953881,0.000429,2.5,-1,true,0.255,0.025,,,,
Promethium,Pm,¹⁶⁴Pm,61,164,0.0,163.958819,0.000429,5.0,-1,true,0.3,5.5e-7,,,,
Promethium,Pm,¹⁶⁵Pm,61,165,0.0,164.96278,0.000537,2.5,-1,true,0.26,5.5e-7,,,,
Samarium,Sm,¹²⁸Sm,62,128,0.0,127.957971,0.000537,0.0,1,true,0.5,,0.0,0.0,0.0,0.0
Samarium,Sm,¹²⁹Sm,62,129,0.0,128.954557,0.000537,0.5,1,true,0.55,0.1,,,0.0,0.0
Samarium,Sm,¹³⁰Sm,62,130,0.0,129.948792,0.000429,0.0,1,true,1.0,,0.0,0.0,0.0,0.0
Samarium,Sm,¹³¹Sm,62,131,0.0,130.946022,0.000429,2.5,1,true,1.2,0.2,,,,
Samarium,Sm,¹³²Sm,62,132,0.0,131.940805,0.000322,0.0,1,true,4.0,0.3,0.0,0.0,0.0,0.0
Samarium,Sm,¹³³Sm,62,133,0.0,132.93856,0.00032,2.5,1,true,2.89,0.16,,,,
Samarium,Sm,¹³⁴Sm,62,134,0.0,133.93411,0.00021,0.0,1,true,9.5,0.8,0.0,0.0,0.0,0.0
Samarium,Sm,¹³⁵Sm,62,135,0.0,134.93252,0.000166,3.5,1,true,10.3,0.5,,,,
Samarium,Sm,¹³⁶Sm,62,136,0.0,135.928275553,1.3416e-5,0.0,1,true,47.0,2.0,0.0,0.0,0.0,0.0
Samarium,Sm,¹³⁷Sm,62,137,0.0,136.927007959,3.0718e-5,4.5,-1,true,45.0,1.0,,,,
Samarium,Sm,¹³⁸Sm,62,138,0.0,137.923243988,1.2686e-5,0.0,1,true,186.0,12.0,0.0,0.0,0.0,0.0
Samarium,Sm,¹³⁹Sm,62,139,0.0,138.922296631,1.1684e-5,0.5,1,true,154.2,6.0,-1.06,0.04,0.0,0.0
Samarium,Sm,¹⁴⁰Sm,62,140,0.0,139.918994714,1.3416e-5,0.0,1,true,889.2,7.199999999999999,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁴¹Sm,62,141,0.0,140.918481545,9.162e-6,0.5,1,true,612.0,12.0,-1.48,0.04,0.0,0.0
Samarium,Sm,¹⁴²Sm,62,142,0.0,141.915209415,2.002e-6,0.0,1,true,4349.4,3.0,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁴³Sm,62,143,0.0,142.914634848,2.951e-6,1.5,1,true,525.0,3.5999999999999996,0.6733333333333333,0.013333333333333334,0.4,0.2
Samarium,Sm,¹⁴⁴Sm,62,144,3.08,143.912006285,1.566e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁴⁵Sm,62,145,0.0,144.913417157,1.594e-6,3.5,-1,true,2.9376e7,259200.0,-0.32,0.0031428571428571426,-0.6,0.07
Samarium,Sm,¹⁴⁶Sm,62,146,0.0,145.913046835,3.269e-6,0.0,1,true,2.145870968e15,2.20898482e14,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁴⁷Sm,62,147,15.0,146.914904401,1.354e-6,3.5,-1,true,3.3639683116e18,1.5778463e16,-0.23114285714285715,0.0004,-0.26,0.03
Samarium,Sm,¹⁴⁸Sm,62,148,11.25,147.914829233,1.337e-6,0.0,1,true,1.988086338e23,4.10240038e22,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁴⁹Sm,62,149,13.82,148.917191211,1.241e-6,3.5,-1,false,Inf,6.3113852e22,-0.19077142857142856,0.0003142857142857143,0.075,0.008
Samarium,Sm,¹⁵⁰Sm,62,150,7.37,149.917281993,1.193e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁵¹Sm,62,151,0.0,150.919938859,1.191e-6,2.5,-1,true,2.9852851996e9,1.8934155599999998e7,-0.1442,0.00023999999999999998,0.71,0.07
Samarium,Sm,¹⁵²Sm,62,152,26.74,151.919738646,1.09e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁵³Sm,62,153,0.0,152.922103576,1.1e-6,1.5,1,true,166624.56,8.28,-0.014,0.002,1.3,0.12
Samarium,Sm,¹⁵⁴Sm,62,154,22.74,153.922215756,1.4e-6,0.0,1,false,Inf,7.258092979999999e25,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁵⁵Sm,62,155,0.0,154.924646645,1.429e-6,1.5,-1,true,1330.8,3.5999999999999996,,,,
Samarium,Sm,¹⁵⁶Sm,62,156,0.0,155.925538191,9.148e-6,0.0,1,true,33840.0,720.0,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁵⁷Sm,62,157,0.0,156.928418598,4.759e-6,1.5,-1,true,481.79999999999995,4.2,,,,
Samarium,Sm,¹⁵⁸Sm,62,158,0.0,157.929949262,5.133e-6,0.0,1,true,318.0,1.7999999999999998,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁵⁹Sm,62,159,0.0,158.93321713,6.37e-6,2.5,-1,true,11.37,0.15,,,,
Samarium,Sm,¹⁶⁰Sm,62,160,0.0,159.935337032,2.1e-6,0.0,1,true,9.6,0.3,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁶¹Sm,62,161,0.0,160.939160062,7.318e-6,3.5,1,true,4.8,0.4,,,,
Samarium,Sm,¹⁶²Sm,62,162,0.0,161.941621687,3.782e-6,0.0,1,true,2.7,0.3,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁶³Sm,62,163,0.0,162.945679085,7.9e-6,0.5,-1,true,1.3,0.5,,,0.0,0.0
Samarium,Sm,¹⁶⁴Sm,62,164,0.0,163.948550061,4.4e-6,0.0,1,true,1.43,0.24,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁶⁵Sm,62,165,0.0,164.95329,0.000429,2.5,-1,true,0.98,0.21,,,,
Samarium,Sm,¹⁶⁶Sm,62,166,0.0,165.956575,0.000429,0.0,1,true,0.8,0.63,0.0,0.0,0.0,0.0
Samarium,Sm,¹⁶⁷Sm,62,167,0.0,166.962072,0.000537,3.5,-1,true,0.19,5.5e-7,,,,
Samarium,Sm,¹⁶⁸Sm,62,168,0.0,167.966033,0.000322,0.0,1,true,0.34,5.5e-7,0.0,0.0,0.0,0.0
Europium,Eu,¹³⁰Eu,63,130,0.0,129.964022,0.000578,1.0,1,true,0.001,0.0004,,,,
Europium,Eu,¹³¹Eu,63,131,0.0,130.957634,0.000429,1.5,1,true,0.0178,0.0019,,,,
Europium,Eu,¹³²Eu,63,132,0.0,131.954696,0.000429,1.0,1,true,0.1,,,,,
Europium,Eu,¹³³Eu,63,133,0.0,132.94929,0.00032,2.5,1,true,0.2,,,,,
Europium,Eu,¹³⁵Eu,63,135,0.0,134.94187,0.00021,2.5,1,true,1.5,0.2,,,,
Europium,Eu,¹³⁶Eu,63,136,0.0,135.93962,0.00021,6.0,1,true,3.3,0.3,,,,
Europium,Eu,¹³⁷Eu,63,137,0.0,136.935430719,4.7e-6,2.5,1,true,8.4,0.5,,,,
Europium,Eu,¹³⁸Eu,63,138,0.0,137.933709,3.0e-5,2.0,-1,true,5.0,,,,,
Europium,Eu,¹⁴⁰Eu,63,140,0.0,139.928087633,5.5328e-5,1.0,1,true,1.51,0.02,1.362,0.013,,
Europium,Eu,¹⁴¹Eu,63,141,0.0,140.924931734,1.3568e-5,2.5,1,true,40.7,0.7,1.3944,0.0032,0.85,0.04
Europium,Eu,¹⁴²Eu,63,142,0.0,141.923446719,3.2268e-5,1.0,1,true,2.36,0.1,1.532,0.019,0.12,0.05
Europium,Eu,¹⁴³Eu,63,143,0.0,142.920298678,1.1793e-5,2.5,1,true,155.39999999999998,1.2,1.4656,0.0032,0.51,0.03
Europium,Eu,¹⁴⁴Eu,63,144,0.0,143.918819481,1.158e-5,1.0,1,true,10.2,0.1,1.888,0.013,0.1,0.03
Europium,Eu,¹⁴⁵Eu,63,145,0.0,144.916272659,3.285e-6,2.5,1,true,512352.0,3456.0,1.5932,0.0028,0.29,0.02
Europium,Eu,¹⁴⁶Eu,63,146,0.0,145.917210852,6.451e-6,4.0,-1,true,398304.0,2592.0,0.3555,0.00275,-0.18,0.06
Europium,Eu,¹⁴⁷Eu,63,147,0.0,146.91675244,2.758e-6,2.5,1,true,2.0822400000000002e6,51840.0,1.486,0.0032,0.55,0.03
Europium,Eu,¹⁴⁸Eu,63,148,0.0,147.918091288,1.0693e-5,5.0,-1,true,4.7088e6,43200.0,0.4668,0.002,0.35,0.06
Europium,Eu,¹⁴⁹Eu,63,149,0.0,148.917936875,4.19e-6,2.5,1,true,8.043839999999999e6,34560.0,1.4224,0.0024000000000000002,0.75,0.02
Europium,Eu,¹⁵⁰Eu,63,150,0.0,149.919707092,6.688e-6,5.0,-1,true,1.1644505693999999e9,2.8401233400000002e7,0.5404,0.0021999999999999997,1.13,0.05
Europium,Eu,¹⁵¹Eu,63,151,47.81,150.919856606,1.251e-6,2.5,1,true,1.4516185959999997e26,3.7868311199999995e25,1.3854,0.001,0.903,0.01
Europium,Eu,¹⁵²Eu,63,152,0.0,151.92175098,1.252e-6,3.0,-1,true,4.26554968742e8,189341.556,-0.6451333333333333,0.0005666666666666666,2.72,0.03
Europium,Eu,¹⁵³Eu,63,153,52.19,152.921236789,1.257e-6,2.5,1,false,Inf,1.73563093e25,0.6117600000000001,0.00044,2.41,0.02
Europium,Eu,¹⁵⁴Eu,63,154,0.0,153.922985699,1.275e-6,3.0,-1,true,2.7113710819200003e8,94670.778,-0.6666666666666666,0.002,2.85,0.1
Europium,Eu,¹⁵⁵Eu,63,155,0.0,154.922899847,1.343e-6,2.5,1,true,1.49642943092e8,252455.408,0.6064,0.0008,2.5,0.3
Europium,Eu,¹⁵⁶Eu,63,156,0.0,155.924762976,3.791e-6,0.0,1,true,1.312416e6,6912.0,0.0,0.0,0.0,0.0
Europium,Eu,¹⁵⁷Eu,63,157,0.0,156.925432556,4.545e-6,2.5,1,true,54648.0,108.0,0.6,0.008,2.6,0.3
Europium,Eu,¹⁵⁸Eu,63,158,0.0,157.927782192,2.181e-6,1.0,-1,true,2754.0,12.0,1.44,0.02,0.66,0.14
Europium,Eu,¹⁵⁹Eu,63,159,0.0,158.929099512,4.637e-6,2.5,1,true,1086.0,6.0,0.5519999999999999,0.008,2.7,0.3
Europium,Eu,¹⁶⁰Eu,63,160,0.0,159.931836982,9.7e-7,5.0,-1,true,42.6,0.5,,,,
Europium,Eu,¹⁶¹Eu,63,161,0.0,160.933663991,1.1164e-5,2.5,1,true,26.2,2.3,,,,
Europium,Eu,¹⁶²Eu,63,162,0.0,161.936958329,1.41e-6,1.0,1,true,10.0,,,,,
Europium,Eu,¹⁶³Eu,63,163,0.0,162.93926551,9.7e-7,2.5,1,true,7.7,0.4,,,,
Europium,Eu,¹⁶⁴Eu,63,164,0.0,163.942852943,2.219e-6,3.0,-1,true,4.16,0.19,,,,
Europium,Eu,¹⁶⁵Eu,63,165,0.0,164.94554007,5.596e-6,2.5,1,true,2.53,0.25,,,,
Europium,Eu,¹⁶⁶Eu,63,166,0.0,165.949813,0.000107,0.0,-1,true,1.24,0.12,0.0,0.0,0.0,0.0
Europium,Eu,¹⁶⁷Eu,63,167,0.0,166.953011,0.000429,2.5,1,true,1.33,0.51,,,,
Europium,Eu,¹⁶⁸Eu,63,168,0.0,167.957863,0.000429,6.0,-1,true,0.2,0.1,,,,
Europium,Eu,¹⁶⁹Eu,63,169,0.0,168.961717,0.000537,2.5,1,true,0.42,5.5e-7,,,,
Gadolinium,Gd,¹³³Gd,64,133,0.0,132.961288,0.000537,2.5,1,true,0.01,,,,,
Gadolinium,Gd,¹³⁴Gd,64,134,0.0,133.955416,0.000429,0.0,1,true,0.4,,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹³⁵Gd,64,135,0.0,134.952496,0.000429,2.5,1,true,1.1,0.2,,,,
Gadolinium,Gd,¹³⁶Gd,64,136,0.0,135.9473,0.00032,0.0,1,true,1.0,2.0000000000000002e-7,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹³⁸Gd,64,138,0.0,137.940247,0.000215,0.0,1,true,4.7,0.9,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹³⁹Gd,64,139,0.0,138.93813,0.00021,4.5,-1,true,5.7,0.3,,,,
Gadolinium,Gd,¹⁴⁰Gd,64,140,0.0,139.933674,3.0e-5,0.0,1,true,15.8,0.4,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁴¹Gd,64,141,0.0,140.932126,2.1213e-5,0.5,1,true,14.0,4.0,,,0.0,0.0
Gadolinium,Gd,¹⁴²Gd,64,142,0.0,141.928116,3.0e-5,0.0,1,true,70.2,0.6,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁴³Gd,64,143,0.0,142.926750678,0.000215032,0.5,1,true,39.0,2.0,,,0.0,0.0
Gadolinium,Gd,¹⁴⁴Gd,64,144,0.0,143.922963,3.0e-5,0.0,1,true,268.2,3.5999999999999996,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁴⁵Gd,64,145,0.0,144.921710051,2.1165e-5,0.5,1,true,1380.0,24.0,,,0.0,0.0
Gadolinium,Gd,¹⁴⁶Gd,64,146,0.0,145.918318513,4.376e-6,0.0,1,true,4.1705280000000005e6,7776.0,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁴⁷Gd,64,147,0.0,146.919101014,2.025e-6,3.5,-1,true,137016.0,432.0,0.2914285714285714,0.025714285714285714,,
Gadolinium,Gd,¹⁴⁸Gd,64,148,0.0,147.918121414,1.566e-6,0.0,1,true,2.2500088237999997e9,3.1556926e7,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁴⁹Gd,64,149,0.0,148.919347666,3.553e-6,3.5,-1,true,801792.0,8640.0,0.25142857142857145,0.011428571428571429,,
Gadolinium,Gd,¹⁵⁰Gd,64,150,0.0,149.918663949,6.5e-6,0.0,1,true,5.648689754e13,2.52455408e12,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁵¹Gd,64,151,0.0,150.920354922,3.212e-6,3.5,-1,true,1.070496e7,86400.0,0.22,0.017142857142857144,,
Gadolinium,Gd,¹⁵²Gd,64,152,0.2,151.919798414,1.081e-6,0.0,1,true,3.408148008e21,2.52455408e20,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁵³Gd,64,153,0.0,152.921756945,1.075e-6,1.5,-1,true,2.078784e7,60479.99999999999,0.25333333333333335,0.05333333333333334,,
Gadolinium,Gd,¹⁵⁴Gd,64,154,2.18,153.920872974,1.066e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁵⁵Gd,64,155,14.8,154.922629356,1.055e-6,1.5,-1,false,Inf,,-0.17273333333333332,0.0002666666666666667,1.27,0.03
Gadolinium,Gd,¹⁵⁶Gd,64,156,20.47,155.92213012,1.054e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁵⁷Gd,64,157,15.65,156.923967424,1.048e-6,1.5,-1,false,Inf,,-0.22653333333333334,0.00039999999999999996,1.35,0.03
Gadolinium,Gd,¹⁵⁸Gd,64,158,24.84,157.9241112,1.048e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁵⁹Gd,64,159,0.0,158.926395822,1.051e-6,1.5,-1,true,66524.4,14.4,-0.29333333333333333,0.02,,
Gadolinium,Gd,¹⁶⁰Gd,64,160,21.86,159.927061202,1.206e-6,0.0,1,false,Inf,9.782647059999999e26,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁶¹Gd,64,161,0.0,160.929676267,1.614e-6,2.5,-1,true,218.76,0.18,,,,
Gadolinium,Gd,¹⁶²Gd,64,162,0.0,161.930991812,4.254e-6,0.0,1,true,504.0,12.0,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁶³Gd,64,163,0.0,162.93409664,8.55e-7,3.5,1,true,68.0,3.0,,,,
Gadolinium,Gd,¹⁶⁴Gd,64,164,0.0,163.935916193,1.073e-6,0.0,1,true,45.0,3.0,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁶⁵Gd,64,165,0.0,164.93931708,1.4e-6,0.5,-1,true,11.6,1.0,,,0.0,0.0
Gadolinium,Gd,¹⁶⁶Gd,64,166,0.0,165.941630413,1.7e-6,0.0,1,true,5.1,0.8,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁶⁷Gd,64,167,0.0,166.945490012,5.596e-6,2.5,-1,true,4.2,0.3,,,,
Gadolinium,Gd,¹⁶⁸Gd,64,168,0.0,167.948309,0.000322,0.0,1,true,3.03,0.16,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁶⁹Gd,64,169,0.0,168.952882,0.000429,3.5,-1,true,0.75,0.21,,,,
Gadolinium,Gd,¹⁷⁰Gd,64,170,0.0,169.956146,0.000537,0.0,1,true,0.42,0.13,0.0,0.0,0.0,0.0
Gadolinium,Gd,¹⁷¹Gd,64,171,0.0,170.961127,0.000537,4.5,1,true,0.3,5.5e-7,,,,
Gadolinium,Gd,¹⁷²Gd,64,172,0.0,171.964605,0.000322,0.0,1,true,0.16,5.5e-7,0.0,0.0,0.0,0.0
Terbium,Tb,¹³⁵Tb,65,135,0.0,134.964516,0.000429,3.5,-1,true,0.00101,0.00028000000000000003,,,,
Terbium,Tb,¹³⁶Tb,65,136,0.0,135.96146,0.000537,5.0,-1,true,0.2,,,,,
Terbium,Tb,¹³⁷Tb,65,137,0.0,136.95602,0.00043,1.5,1,true,0.6,,,,,
Terbium,Tb,¹³⁸Tb,65,138,0.0,137.953193,0.000322,2.0,1,true,0.8,2.0000000000000002e-7,,,,
Terbium,Tb,¹³⁹Tb,65,139,0.0,138.94833,0.00032,2.5,-1,true,1.6,0.2,,,,
Terbium,Tb,¹⁴⁰Tb,65,140,0.0,139.945805048,0.000859359,7.0,1,true,2.29,0.15,,,,
Terbium,Tb,¹⁴¹Tb,65,141,0.0,140.941448,0.000113,2.5,-1,true,3.5,0.2,,,,
Terbium,Tb,¹⁴²Tb,65,142,0.0,141.939280858,0.000752079,1.0,1,true,0.597,0.017,,,,
Terbium,Tb,¹⁴³Tb,65,143,0.0,142.935137332,5.5e-5,5.5,-1,true,12.0,1.0,,,,
Terbium,Tb,¹⁴⁴Tb,65,144,0.0,143.933045,3.0e-5,1.0,1,true,1.0,,,,,
Terbium,Tb,¹⁴⁵Tb,65,145,0.0,144.928717001,0.000119051,5.5,-1,true,30.9,0.6,,,,
Terbium,Tb,¹⁴⁶Tb,65,146,0.0,145.927252739,4.8159e-5,1.0,1,true,8.0,4.0,,,,
Terbium,Tb,¹⁴⁷Tb,65,147,0.0,146.92405462,8.691e-6,0.5,1,true,5904.0,108.0,3.42,0.1,0.0,0.0
Terbium,Tb,¹⁴⁸Tb,65,148,0.0,147.924275476,1.3379e-5,2.0,-1,true,3600.0,60.0,-0.88,0.01,-0.3,0.2
Terbium,Tb,¹⁴⁹Tb,65,149,0.0,148.923253792,3.895e-6,0.5,1,true,14824.800000000001,90.0,2.72,0.04,0.0,0.0
Terbium,Tb,¹⁵⁰Tb,65,150,0.0,149.923664799,7.912e-6,2.0,-1,true,12528.0,576.0,-0.45,0.01,,
Terbium,Tb,¹⁵¹Tb,65,151,0.0,150.92310897,4.395e-6,0.5,1,true,63392.40000000001,3.6,,,0.0,0.0
Terbium,Tb,¹⁵²Tb,65,152,0.0,151.924081855,4.2955e-5,2.0,-1,true,63000.0,360.0,-0.29,0.01,0.34,0.13
Terbium,Tb,¹⁵³Tb,65,153,0.0,152.923441694,4.237e-6,2.5,1,true,202176.0,864.0,1.3880000000000001,0.008,1.08,0.14
Terbium,Tb,¹⁵⁴Tb,65,154,0.0,153.924683681,4.8641e-5,3.0,-1,true,35978.4,140.4,,,,
Terbium,Tb,¹⁵⁵Tb,65,155,0.0,154.923509511,1.0552e-5,1.5,1,true,459648.0,5184.0,1.3533333333333333,0.013333333333333334,1.41,0.06
Terbium,Tb,¹⁵⁶Tb,65,156,0.0,155.924754209,4.044e-6,3.0,-1,true,462239.99999999994,8640.0,0.5666666666666667,0.06666666666666667,2.3,0.8
Terbium,Tb,¹⁵⁷Tb,65,157,0.0,156.924031888,1.092e-6,1.5,1,true,2.240541746e9,2.20898482e8,1.3533333333333333,0.013333333333333334,1.4,0.08
Terbium,Tb,¹⁵⁸Tb,65,158,0.0,157.925419942,1.36e-6,3.0,-1,true,5.68024668e9,3.47126186e8,0.5843333333333333,0.0023333333333333335,,
Terbium,Tb,¹⁵⁹Tb,65,159,100.0,158.925353707,1.184e-6,1.5,1,false,Inf,,1.3393333333333333,0.0026666666666666666,1.432,0.008
Terbium,Tb,¹⁶⁰Tb,65,160,0.0,159.927174553,1.191e-6,3.0,-1,true,6.24672e6,17280.0,0.566,0.0026666666666666666,3.85,0.05
Terbium,Tb,¹⁶¹Tb,65,161,0.0,160.927576806,1.308e-6,1.5,1,true,600307.2000000001,432.0,1.4666666666666668,0.06666666666666667,1.3,0.6
Terbium,Tb,¹⁶²Tb,65,162,0.0,161.9292754,2.2e-6,1.0,-1,true,456.0,9.0,,,,
Terbium,Tb,¹⁶³Tb,65,163,0.0,162.930653609,4.358e-6,1.5,1,true,1170.0,18.0,,,,
Terbium,Tb,¹⁶⁴Tb,65,164,0.0,163.933327561,2.0e-6,5.0,1,true,180.0,6.0,,,,
Terbium,Tb,¹⁶⁵Tb,65,165,0.0,164.934955198,1.654e-6,1.5,1,true,126.6,6.0,,,,
Terbium,Tb,¹⁶⁶Tb,65,166,0.0,165.937939727,1.57e-6,1.0,-1,true,27.1,1.5,,,,
Terbium,Tb,¹⁶⁷Tb,65,167,0.0,166.940007046,2.071e-6,1.5,1,true,18.9,1.6,,,,
Terbium,Tb,¹⁶⁸Tb,65,168,0.0,167.943337074,4.5e-6,4.0,-1,true,9.4,0.4,,,,
Terbium,Tb,¹⁶⁹Tb,65,169,0.0,168.945807,0.000322,1.5,1,true,5.13,0.32,,,,
Terbium,Tb,¹⁷⁰Tb,65,170,0.0,169.949855,0.000322,2.0,-1,true,0.96,0.078,,,,
Terbium,Tb,¹⁷¹Tb,65,171,0.0,170.953011,0.000429,1.5,1,true,1.23,0.1,,,,
Terbium,Tb,¹⁷²Tb,65,172,0.0,171.957391,0.000537,6.0,1,true,0.76,0.19,,,,
Terbium,Tb,¹⁷³Tb,65,173,0.0,172.960805,0.000537,1.5,1,true,0.4,5.5e-7,,,,
Terbium,Tb,¹⁷⁴Tb,65,174,0.0,173.965679,0.000537,2.0,-1,true,0.24,5.5e-7,,,,
Dysprosium,Dy,¹³⁸Dy,66,138,0.0,137.9625,0.00054,0.0,1,true,0.2,,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹³⁹Dy,66,139,0.0,138.959527,0.000537,3.5,1,true,0.6,0.2,,,,
Dysprosium,Dy,¹⁴⁰Dy,66,140,0.0,139.95402,0.00043,0.0,1,true,0.7000000000000001,,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁴¹Dy,66,141,0.0,140.95128,0.00032,4.5,-1,true,0.9,0.14,,,,
Dysprosium,Dy,¹⁴²Dy,66,142,0.0,141.946194,0.000782,0.0,1,true,2.3,0.3,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁴³Dy,66,143,0.0,142.943994332,1.4e-5,0.5,1,true,5.6,1.0,,,0.0,0.0
Dysprosium,Dy,¹⁴⁴Dy,66,144,0.0,143.939269512,7.7e-6,0.0,1,true,9.1,0.4,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁴⁵Dy,66,145,0.0,144.937473992,7.0e-6,0.5,1,true,9.5,1.0,,,0.0,0.0
Dysprosium,Dy,¹⁴⁶Dy,66,146,0.0,145.932844526,7.187e-6,0.0,1,true,33.2,0.7,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁴⁷Dy,66,147,0.0,146.931082712,9.5e-6,0.5,1,true,67.0,7.0,-1.83,0.018,0.0,0.0
Dysprosium,Dy,¹⁴⁸Dy,66,148,0.0,147.927149944,9.365e-6,0.0,1,true,198.0,12.0,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁴⁹Dy,66,149,0.0,148.927327516,9.858e-6,3.5,-1,true,252.0,8.4,-0.033999999999999996,0.002,-0.62,0.05
Dysprosium,Dy,¹⁵⁰Dy,66,150,0.0,149.925593068,4.636e-6,0.0,1,true,430.2,3.0,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁵¹Dy,66,151,0.0,150.926191279,3.486e-6,3.5,-1,true,1074.0,18.0,-0.26999999999999996,0.002,-0.3,0.05
Dysprosium,Dy,¹⁵²Dy,66,152,0.0,151.924725274,4.93e-6,0.0,1,true,8568.0,72.0,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁵³Dy,66,153,0.0,152.925771729,4.295e-6,3.5,-1,true,23040.0,360.0,-0.20342857142857143,0.0017142857142857144,-0.15,0.09
Dysprosium,Dy,¹⁵⁴Dy,66,154,0.0,153.92442892,7.977e-6,0.0,1,true,9.4670778e13,4.7335389e13,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁵⁵Dy,66,155,0.0,154.925758049,1.0354e-5,1.5,-1,true,35640.0,720.0,-0.22466666666666668,0.002,0.96,0.02
Dysprosium,Dy,¹⁵⁶Dy,66,156,0.056,155.924283593,1.06e-6,0.0,1,false,Inf,3.1556926e25,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁵⁷Dy,66,157,0.0,156.925469555,5.532e-6,1.5,-1,true,29304.000000000004,144.0,-0.20066666666666666,0.0013333333333333333,1.29,0.02
Dysprosium,Dy,¹⁵⁸Dy,66,158,0.095,157.924414817,2.509e-6,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Dysprosium,Dy,¹⁵⁹Dy,66,159,0.0,158.925745938,1.544e-6,1.5,-1,true,1.247616e7,17280.0,-0.236,0.002,1.37,0.02
