name,symbol,isot_symbol,atomic_number,mass_number,abundance,mass [u],mass_uncertainty [u],spin,parity,is_radioactive,half_life [s],half_life_uncertainty [s],gfactor,gfactor_uncertainty,quadrupole_moment [b],quadrupole_moment_uncertainty [b]
neutron,n,¹n,0,1,0.0,1.00866491588,4.9e-10,0.5,1,true,609.8,0.6,-3.8260854,1.0e-6,0.0,0.0
Hydrogen,H,¹H,1,1,99.9855,1.007825031898,1.4e-11,0.5,1,false,Inf,,5.585694702,1.8e-8,0.0,0.0
Hydrogen,H,²H,1,2,0.0145,2.014101777844,1.5e-11,1.0,1,false,Inf,,0.857438231,5.0e-9,,
Hydrogen,H,³H,1,3,0.0,3.01604928132,8.0e-11,0.5,1,true,3.8878132832e8,631138.52,5.95792492,2.8e-8,0.0,0.0
Hydrogen,H,⁴H,1,4,0.0,4.026431867,0.000107354,2.0,-1,true,1.39e-22,1.0000000000000001e-23,,,,
Hydrogen,H,⁵H,1,5,0.0,5.035311492,9.602e-5,0.5,1,true,8.600000000000001e-23,6.000000000000001e-24,,,0.0,0.0
Hydrogen,H,⁶H,1,6,0.0,6.044955437,0.000272816,2.0,-1,true,2.9400000000000003e-22,6.700000000000001e-23,,,,
Hydrogen,H,⁷H,1,7,0.0,7.052749,0.001078,0.5,1,true,6.520000000000001e-22,5.5800000000000005e-22,,,0.0,0.0
Helium,He,³He,2,3,0.0002,3.01602932197,6.0e-11,0.5,1,false,Inf,,-4.25525062,6.0e-8,0.0,0.0
Helium,He,⁴He,2,4,99.9998,4.00260325413,1.6e-10,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Helium,He,⁵He,2,5,0.0,5.012057224,2.147e-5,1.5,-1,true,6.020000000000001e-22,2.2000000000000002e-23,,,,
Helium,He,⁶He,2,6,0.0,6.018885889,5.7e-8,0.0,1,true,0.80692,0.00024,0.0,0.0,0.0,0.0
Helium,He,⁷He,2,7,0.0,7.027990652,8.115e-6,1.5,-1,true,2.51e-21,7.000000000000001e-23,,,,
Helium,He,⁸He,2,8,0.0,8.033934388,9.5e-8,0.0,1,true,0.11950000000000001,0.0015,0.0,0.0,0.0,0.0
Helium,He,¹⁰He,2,10,0.0,10.052815306,9.9676e-5,0.0,1,true,2.6000000000000005e-22,4.0000000000000004e-23,0.0,0.0,0.0,0.0
Lithium,Li,³Li,3,3,0.0,3.030775,0.002147,1.5,-1,true,,,,,,
Lithium,Li,⁴Li,3,4,0.0,4.027185561,0.000227733,2.0,-1,true,9.100000000000001e-23,9.000000000000001e-24,,,,
Lithium,Li,⁵Li,3,5,0.0,5.0125378,5.3677e-5,1.5,-1,true,3.7000000000000005e-22,3.0000000000000006e-23,,,,
Lithium,Li,⁶Li,3,6,4.85,6.01512288742,1.55e-9,1.0,1,false,Inf,,0.822043,3.0e-6,-0.000806,6.0e-6
Lithium,Li,⁷Li,3,7,95.15,7.01600343426,4.5e-9,1.5,-1,false,Inf,,2.170938,8.0e-6,-0.04,0.0003
Lithium,Li,⁸Li,3,8,0.0,8.022486244,5.0e-8,2.0,1,true,0.8387000000000001,0.0003,0.82675,1.0e-5,0.0314,0.0002
Lithium,Li,⁹Li,3,9,0.0,9.026790191,2.0e-7,1.5,-1,true,0.1782,0.0004,2.2911066666666664,4.0e-5,-0.0304,0.0002
Lithium,Li,¹⁰Li,3,10,0.0,10.035483453,1.3656e-5,1.0,-1,true,2.0000000000000002e-21,5.0000000000000005e-22,,,,
Lithium,Li,¹¹Li,3,11,0.0,11.043723581,6.6e-7,1.5,-1,true,0.00875,6.0e-5,2.4474,0.00013333333333333334,-0.0333,0.0005
Lithium,Li,¹²Li,3,12,0.0,12.052613942,3.2213e-5,1.0,-1,true,,,,,,
Lithium,Li,¹³Li,3,13,0.0,13.061171503,7.515e-5,1.5,-1,true,3.3e-21,1.2000000000000002e-21,,,,
Beryllium,Be,⁵Be,4,5,0.0,5.03987,0.00215,0.5,1,true,,,,,0.0,0.0
Beryllium,Be,⁶Be,4,6,0.0,6.019726409,5.848e-6,0.0,1,true,5.0000000000000005e-21,3.0000000000000004e-22,0.0,0.0,0.0,0.0
Beryllium,Be,⁷Be,4,7,0.0,7.016928714,7.6e-8,1.5,-1,true,4.598208e6,5184.0,,,,
Beryllium,Be,⁸Be,4,8,0.0,8.005305102,3.7e-8,0.0,1,true,8.190000000000001e-17,3.7e-18,0.0,0.0,0.0,0.0
Beryllium,Be,⁹Be,4,9,100.0,9.012183062,8.2e-8,1.5,-1,false,Inf,,-0.7849533333333333,3.3333333333333337e-6,0.0529,0.0004
Beryllium,Be,¹⁰Be,4,10,0.0,10.013534692,8.6e-8,0.0,1,true,4.3769456362e13,3.78683112e11,0.0,0.0,0.0,0.0
Beryllium,Be,¹¹Be,4,11,0.0,11.02166108,2.55e-7,0.5,1,true,13.76,0.07,-3.3632,0.0016,0.0,0.0
Beryllium,Be,¹²Be,4,12,0.0,12.026922082,2.048e-6,0.0,1,true,0.02146,5.0e-5,0.0,0.0,0.0,0.0
Beryllium,Be,¹³Be,4,13,0.0,13.036134506,1.0929e-5,0.5,-1,true,1.0000000000000001e-21,7.0e-22,,,0.0,0.0
Beryllium,Be,¹⁴Be,4,14,0.0,14.04289292,0.00014197,0.0,1,true,0.00453,0.00027,0.0,0.0,0.0,0.0
Beryllium,Be,¹⁵Be,4,15,0.0,15.053490215,0.00017799,2.5,1,true,7.900000000000001e-22,2.7e-22,,,,
Beryllium,Be,¹⁶Be,4,16,0.0,16.061672036,0.00017799,0.0,1,true,6.5e-22,1.3000000000000002e-22,0.0,0.0,0.0,0.0
Boron,B,⁶B,5,6,0.0,6.0508,0.00215,2.0,-1,true,,,,,,
Boron,B,⁷B,5,7,0.0,7.029712,2.7e-5,1.5,-1,true,5.700000000000001e-22,1.4000000000000002e-23,,,,
Boron,B,⁸B,5,8,0.0,8.024607315,1.073e-6,2.0,1,true,0.7719,0.0009000000000000001,0.51775,0.00015,0.0643,0.0014
Boron,B,⁹B,5,9,0.0,9.013329645,9.69e-7,1.5,-1,true,8.000000000000001e-19,3.0000000000000004e-19,,,,
Boron,B,¹⁰B,5,10,19.65,10.012936862,1.6e-8,3.0,1,false,Inf,,0.6001545333333334,2.6666666666666667e-7,0.0846,0.0002
Boron,B,¹¹B,5,11,80.35,11.009305166,1.3e-8,1.5,-1,false,Inf,,1.7922520000000002,6.666666666666666e-7,0.04059,0.0001
Boron,B,¹²B,5,12,0.0,12.014352638,1.418e-6,1.0,1,true,0.0202,2.0e-5,1.003,0.001,0.0132,0.0003
Boron,B,¹³B,5,13,0.0,13.017779981,1.073e-6,1.5,-1,true,0.01716,0.00017999999999999998,2.118533333333333,0.0003333333333333333,0.0365,0.0008
Boron,B,¹⁴B,5,14,0.0,14.02540401,2.2773e-5,2.0,-1,true,0.01236,0.00029,0.5925,0.0025,0.0297,0.0008
Boron,B,¹⁵B,5,15,0.0,15.031087023,2.2575e-5,1.5,-1,true,0.01018,0.00035,1.7726666666666666,0.01,0.0379,0.0011
Boron,B,¹⁶B,5,16,0.0,16.039841045,2.6373e-5,0.0,-1,true,4.6e-21,,0.0,0.0,0.0,0.0
Boron,B,¹⁷B,5,17,0.0,17.046931399,0.000219114,1.5,-1,true,0.00508,5.0e-5,1.7,0.013333333333333334,0.0385,0.0015
Boron,B,¹⁸B,5,18,0.0,18.055601683,0.00021918,2.0,-1,true,,2.6e-8,,,,
Boron,B,¹⁹B,5,19,0.0,19.064166,0.000564,1.5,-1,true,0.00292,0.00013000000000000002,,,,
Boron,B,²⁰B,5,20,0.0,20.074505644,0.000586538,1.0,-1,true,9.124e-22,,,,,
Boron,B,²¹B,5,21,0.0,21.084147485,0.00059975,1.5,-1,true,7.6e-22,,,,,
Carbon,C,⁸C,6,8,0.0,8.037643039,1.9584e-5,0.0,1,true,3.5e-21,1.4e-21,0.0,0.0,0.0,0.0
Carbon,C,⁹C,6,9,0.0,9.031037202,2.293e-6,1.5,-1,true,0.1265,0.0009000000000000001,0.9276,0.0003333333333333333,,
Carbon,C,¹⁰C,6,10,0.0,10.016853217,7.5e-8,0.0,1,true,19.3011,0.0015,0.0,0.0,0.0,0.0
Carbon,C,¹¹C,6,11,0.0,11.011432597,6.4e-8,1.5,-1,true,1220.412,0.318,-0.6426666666666666,0.0006666666666666666,0.0333,0.0002
Carbon,C,¹²C,6,12,98.94,12.0,0.0,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Carbon,C,¹³C,6,13,1.06,13.00335483534,2.5e-10,0.5,-1,false,Inf,,1.404738,8.0e-6,0.0,0.0
Carbon,C,¹⁴C,6,14,0.0,14.00324198862,4.03e-9,0.0,1,true,1.798744782e11,9.4670778e8,0.0,0.0,0.0,0.0
Carbon,C,¹⁵C,6,15,0.0,15.010599256,8.58e-7,0.5,1,true,2.449,0.005,3.44,0.018,0.0,0.0
Carbon,C,¹⁶C,6,16,0.0,16.014701255,3.84e-6,0.0,1,true,0.75,0.006,0.0,0.0,0.0,0.0
Carbon,C,¹⁷C,6,17,0.0,17.02257865,1.8641e-5,1.5,1,true,0.193,0.006,0.5053333333333333,0.0026666666666666666,,
Carbon,C,¹⁸C,6,18,0.0,18.02675193,3.2206e-5,0.0,1,true,0.092,0.002,0.0,0.0,0.0,0.0
Carbon,C,¹⁹C,6,19,0.0,19.034797594,0.000105625,0.5,1,true,0.046200000000000005,0.0023,,,0.0,0.0
Carbon,C,²⁰C,6,20,0.0,20.040261732,0.000247585,0.0,1,true,0.016,0.003,0.0,0.0,0.0,0.0
Carbon,C,²¹C,6,21,0.0,21.049,0.00064,0.5,1,true,,3.0000000000000004e-8,,,0.0,0.0
Carbon,C,²²C,6,22,0.0,22.05755399,0.000248515,0.0,1,true,0.006200000000000001,0.0013000000000000002,0.0,0.0,0.0,0.0
Carbon,C,²³C,6,23,0.0,23.06889,0.00107,1.5,1,true,,,,,,
Nitrogen,N,¹⁰N,7,10,0.0,10.04165354,0.000429417,1.0,-1,true,1.4300000000000002e-22,3.6000000000000004e-23,,,,
Nitrogen,N,¹¹N,7,11,0.0,11.026157593,5.368e-6,0.5,1,true,5.850000000000001e-22,7.000000000000001e-24,,,0.0,0.0
Nitrogen,N,¹²N,7,12,0.0,12.01861318,1.073e-6,1.0,1,true,0.011,1.6e-5,0.4571,0.0001,0.01,0.0009
Nitrogen,N,¹³N,7,13,0.0,13.005738609,2.89e-7,0.5,-1,true,597.9,0.24,0.6438,0.0008,0.0,0.0
Nitrogen,N,¹⁴N,7,14,99.6205,14.00307400425,2.4e-10,1.0,1,false,Inf,,0.403573,2.0e-6,,
Nitrogen,N,¹⁵N,7,15,0.3795,15.00010889827,6.2e-10,0.5,-1,false,Inf,,-0.5661138,2.8e-6,0.0,0.0
Nitrogen,N,¹⁶N,7,16,0.0,16.006101925,2.47e-6,2.0,-1,true,7.13,0.02,0.9928,0.00055,-0.018,0.002
Nitrogen,N,¹⁷N,7,17,0.0,17.008448876,1.6103e-5,0.5,-1,true,4.173,0.004,0.7104,0.0008,0.0,0.0
Nitrogen,N,¹⁸N,7,18,0.0,18.014077563,1.9935e-5,1.0,-1,true,0.6192000000000001,0.0019,0.3274,0.0004,0.0123,0.0012
Nitrogen,N,¹⁹N,7,19,0.0,19.017022389,1.761e-5,0.5,-1,true,0.336,0.003,0.61,0.03,0.0,0.0
Nitrogen,N,²⁰N,7,20,0.0,20.023367295,8.4696e-5,2.0,-1,true,0.136,0.003,,,,
Nitrogen,N,²¹N,7,21,0.0,21.027087573,0.000143906,0.5,-1,true,0.085,0.005,,,0.0,0.0
Nitrogen,N,²²N,7,22,0.0,22.034100918,0.00022306,0.0,-1,true,0.023,0.003,0.0,0.0,0.0,0.0
Nitrogen,N,²³N,7,23,0.0,23.039421,0.0004515,0.5,-1,true,0.013900000000000001,0.0014,,,0.0,0.0
Nitrogen,N,²⁵N,7,25,0.0,25.0601,0.00054,0.5,-1,true,,2.6e-7,,,0.0,0.0
Oxygen,O,¹¹O,8,11,0.0,11.051249828,6.4453e-5,1.5,-1,true,1.9800000000000002e-22,1.2000000000000001e-23,,,,
Oxygen,O,¹²O,8,12,0.0,12.034367726,1.2882e-5,0.0,1,true,8.9e-21,3.3e-21,0.0,0.0,0.0,0.0
Oxygen,O,¹³O,8,13,0.0,13.024815435,1.0226e-5,1.5,-1,true,0.00858,5.0e-5,0.9261333333333334,0.00019999999999999998,0.0111,0.0008
Oxygen,O,¹⁴O,8,14,0.0,14.008596706,2.7e-8,0.0,1,true,70.621,0.011,0.0,0.0,0.0,0.0
Oxygen,O,¹⁵O,8,15,0.0,15.003065636,5.26e-7,0.5,-1,true,122.266,0.043,1.43816,0.00024,0.0,0.0
Oxygen,O,¹⁶O,8,16,99.757,15.99491461926,3.2e-10,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Oxygen,O,¹⁷O,8,17,0.03835,16.99913175595,6.9e-10,2.5,1,false,Inf,,-0.7574172,4.000000000000001e-6,,
Oxygen,O,¹⁸O,8,18,0.2045,17.99915961214,6.9e-10,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Oxygen,O,¹⁹O,8,19,0.0,19.003577969,2.83e-6,2.5,1,true,26.47,0.006,0.612952,2.7999999999999996e-5,0.00362,0.00013
Oxygen,O,²⁰O,8,20,0.0,20.004075357,9.5e-7,0.0,1,true,13.51,0.05,0.0,0.0,0.0,0.0
Oxygen,O,²¹O,8,21,0.0,21.008654948,1.2882e-5,2.5,1,true,3.42,0.1,,,,
Oxygen,O,²²O,8,22,0.0,22.009965744,6.1107e-5,0.0,1,true,2.25,0.09,0.0,0.0,0.0,0.0
Oxygen,O,²³O,8,23,0.0,23.015696686,0.000130663,0.5,1,true,0.097,0.008,,,0.0,0.0
Oxygen,O,²⁴O,8,24,0.0,24.019861,0.000177,0.0,1,true,0.07740000000000001,0.0045000000000000005,0.0,0.0,0.0,0.0
Oxygen,O,²⁵O,8,25,0.0,25.029338919,0.000177225,1.5,1,true,5.1800000000000006e-21,3.5e-22,,,,
Oxygen,O,²⁶O,8,26,0.0,26.037210155,0.000177081,0.0,1,true,4.2e-12,3.2999999999999997e-12,0.0,0.0,0.0,0.0
Oxygen,O,²⁷O,8,27,0.0,27.047955,0.000537,1.5,1,true,,2.6e-7,,,,
Oxygen,O,²⁸O,8,28,0.0,28.05591,0.00075,0.0,1,true,,1.0000000000000001e-7,0.0,0.0,0.0,0.0
Fluorine,F,¹³F,9,13,0.0,13.045121,0.000537,0.5,1,true,,,,,0.0,0.0
Fluorine,F,¹⁴F,9,14,0.0,14.034315196,4.4142e-5,2.0,-1,true,5.0000000000000005e-22,6.000000000000001e-23,,,,
Fluorine,F,¹⁵F,9,15,0.0,15.017785139,1.5029e-5,0.5,1,true,1.1000000000000002e-21,3.0000000000000004e-22,,,0.0,0.0
Fluorine,F,¹⁶F,9,16,0.0,16.011460278,5.758e-6,0.0,-1,true,2.1000000000000002e-20,5.0000000000000005e-21,0.0,0.0,0.0,0.0
Fluorine,F,¹⁷F,9,17,0.0,17.002095237,2.66e-7,2.5,1,true,64.37,0.027,1.8885200000000002,0.00011999999999999999,0.076,0.004
Fluorine,F,¹⁸F,9,18,0.0,18.000937324,4.97e-7,1.0,1,true,6584.04,0.48,,,,
Fluorine,F,¹⁹F,9,19,100.0,18.99840316207,8.8e-10,0.5,1,false,Inf,,5.256642,8.0e-6,0.0,0.0
Fluorine,F,²⁰F,9,20,0.0,19.999981252,3.1e-8,2.0,1,true,11.0062,0.008,1.046675,4.5e-5,0.056,0.004
Fluorine,F,²¹F,9,21,0.0,20.999948893,1.932e-6,2.5,1,true,4.158,0.02,1.56776,0.00047999999999999996,0.011,0.002
Fluorine,F,²²F,9,22,0.0,22.002998812,1.331e-5,4.0,1,true,4.23,0.04,0.6736,0.0001,0.003,0.002
Fluorine,F,²³F,9,23,0.0,23.003526875,3.577e-5,2.5,1,true,2.23,0.14,,,,
Fluorine,F,²⁴F,9,24,0.0,24.00809937,0.000104853,3.0,1,true,0.384,0.016,,,,
Fluorine,F,²⁵F,9,25,0.0,25.012167727,0.000103535,2.5,1,true,0.08,0.009000000000000001,,,,
Fluorine,F,²⁶F,9,26,0.0,26.020048065,0.000114898,1.0,1,true,0.008199999999999999,0.0009000000000000001,,,,
Fluorine,F,²⁷F,9,27,0.0,27.026981897,0.000129037,2.5,1,true,0.005,0.0002,,,,
Fluorine,F,²⁸F,9,28,0.0,28.035860448,0.000129198,4.0,-1,true,4.6000000000000004e-20,,,,,
Fluorine,F,²⁹F,9,29,0.0,29.043103,0.000564,2.5,1,true,0.0025,0.0003,,,,
Fluorine,F,³¹F,9,31,0.0,31.061023,0.000574,2.5,1,true,0.002,2.6e-7,,,,
Neon,Ne,¹⁵Ne,10,15,0.0,15.043172977,7.1588e-5,1.5,-1,true,7.700000000000001e-22,3.0000000000000004e-22,,,,
Neon,Ne,¹⁶Ne,10,16,0.0,16.02575086,2.1986e-5,0.0,1,true,5.7000000000000004e-21,,0.0,0.0,0.0,0.0
Neon,Ne,¹⁷Ne,10,17,0.0,17.017713962,3.8e-7,0.5,-1,true,0.1092,0.0006,1.5746,0.0028,0.0,0.0
Neon,Ne,¹⁸Ne,10,18,0.0,18.005708696,3.9e-7,0.0,1,true,1.6642000000000001,0.00047,0.0,0.0,0.0,0.0
Neon,Ne,¹⁹Ne,10,19,0.0,19.001880906,1.71e-7,0.5,1,true,17.2569,0.0019,-3.7703,0.00014,0.0,0.0
Neon,Ne,²⁰Ne,10,20,90.48,19.99244017525,1.65e-9,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Neon,Ne,²¹Ne,10,21,0.27,20.993846685,4.1e-8,1.5,1,false,Inf,,-0.4411333333333333,2.0e-5,,
Neon,Ne,²²Ne,10,22,9.25,21.991385113,1.8e-8,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Neon,Ne,²³Ne,10,23,0.0,22.994466905,1.12e-7,2.5,1,true,37.15,0.03,-0.43176,0.0004,0.145,0.013
Neon,Ne,²⁴Ne,10,24,0.0,23.993610649,5.5e-7,0.0,1,true,202.79999999999998,1.2,0.0,0.0,0.0,0.0
Neon,Ne,²⁵Ne,10,25,0.0,24.997814797,3.1181e-5,0.5,1,true,0.602,0.008,-2.012,0.001,0.0,0.0
Neon,Ne,²⁶Ne,10,26,0.0,26.000516496,1.9784e-5,0.0,1,true,0.197,0.002,0.0,0.0,0.0,0.0
Neon,Ne,²⁷Ne,10,27,0.0,27.007569462,9.7445e-5,1.5,1,true,0.0309,0.0011,,,,
Neon,Ne,²⁸Ne,10,28,0.0,28.012130767,0.000135339,0.0,1,true,0.0188,0.0002,0.0,0.0,0.0,0.0
Neon,Ne,²⁹Ne,10,29,0.0,29.019753,0.0001605,1.5,-1,true,0.0147,0.0004,,,,
Neon,Ne,³⁰Ne,10,30,0.0,30.024992235,0.000271875,0.0,1,true,0.00722,0.00017999999999999998,0.0,0.0,0.0,0.0
Neon,Ne,³¹Ne,10,31,0.0,31.033474816,0.000285772,1.5,-1,true,0.0034,0.0008,,,,
Neon,Ne,³²Ne,10,32,0.0,32.03972,0.00054,0.0,1,true,0.0035,0.0009000000000000001,0.0,0.0,0.0,0.0
Neon,Ne,³³Ne,10,33,0.0,33.049523,0.000644,3.5,-1,true,,2.6e-7,,,,
Neon,Ne,³⁴Ne,10,34,0.0,34.056728,0.000551,0.0,1,true,0.002,1.5e-6,0.0,0.0,0.0,0.0
Sodium,Na,¹⁷Na,11,17,0.0,17.037273,6.4e-5,0.5,1,true,,,,,0.0,0.0
Sodium,Na,¹⁸Na,11,18,0.0,18.026879388,0.000100785,1.0,-1,true,1.3e-21,4.0000000000000007e-22,,,,
Sodium,Na,¹⁹Na,11,19,0.0,19.013880264,1.1309e-5,2.5,1,true,1.0e-18,,,,,
Sodium,Na,²⁰Na,11,20,0.0,20.007354301,1.19e-6,2.0,1,true,0.44789999999999996,0.0023,0.1847,0.0001,0.101,0.008
Sodium,Na,²¹Na,11,21,0.0,20.997654459,4.5e-8,1.5,1,true,22.455,0.0054,1.5907333333333333,2.666666666666667e-5,0.138,0.011
Sodium,Na,²²Na,11,22,0.0,21.994437547,1.41e-7,3.0,1,true,8.210796575940001e7,18934.1556,0.582,0.001,0.18,0.011
Sodium,Na,²³Na,11,23,100.0,22.98976928195,1.94e-9,1.5,1,false,Inf,,1.4783333333333333,2.0e-5,0.104,0.001
Sodium,Na,²⁴Na,11,24,0.0,23.990963012,1.7e-8,4.0,1,true,53841.6,5.4,0.422575,0.0002,,
Sodium,Na,²⁵Na,11,25,0.0,24.989953974,1.288e-6,2.5,1,true,59.1,0.6,1.4731999999999998,0.0016,0.0015,0.0003
Sodium,Na,²⁶Na,11,26,0.0,25.992634649,3.759e-6,3.0,1,true,1.07128,0.00025,0.9503333333333334,0.0006666666666666666,-0.0053,0.0002
Sodium,Na,²⁷Na,11,27,0.0,26.994076408,4.0e-6,2.5,1,true,0.301,0.006,1.558,0.002,-0.0071,0.0003
Sodium,Na,²⁸Na,11,28,0.0,27.998939,1.1e-5,1.0,1,true,0.033100000000000004,0.0013000000000000002,2.426,0.003,0.389,0.011
Sodium,Na,²⁹Na,11,29,0.0,29.002877091,7.876e-6,1.5,1,true,0.0432,0.0004,1.6326666666666665,0.005333333333333333,0.085,0.003
Sodium,Na,³⁰Na,11,30,0.0,30.009097931,5.074e-6,2.0,1,true,0.045899999999999996,0.0007,1.0415,0.005,,
Sodium,Na,³¹Na,11,31,0.0,31.013146654,1.5e-5,1.5,1,true,0.016800000000000002,0.0003,,,,
Sodium,Na,³²Na,11,32,0.0,32.020011024,4.0e-5,3.0,-1,true,0.0129,0.0003,,,,
Sodium,Na,³³Na,11,33,0.0,33.025529,0.000483,1.5,1,true,0.008199999999999999,0.0004,,,,
Sodium,Na,³⁴Na,11,34,0.0,34.03401,0.0006435,1.0,1,true,0.0055,0.001,,,,
Sodium,Na,³⁵Na,11,35,0.0,35.040614,0.00072,1.5,1,true,0.0015,0.0005,,,,
Sodium,Na,³⁷Na,11,37,0.0,37.057042,0.000737,1.5,1,true,0.001,1.5e-6,,,,
Sodium,Na,³⁹Na,11,39,0.0,39.075123,0.000797,1.5,1,true,0.001,4.0000000000000003e-7,,,,
Magnesium,Mg,¹⁹Mg,12,19,0.0,19.03417992,6.4413e-5,0.5,-1,true,5.0e-12,3.0e-12,,,0.0,0.0
Magnesium,Mg,²⁰Mg,12,20,0.0,20.018763075,2.0e-6,0.0,1,true,0.09040000000000001,0.0005,0.0,0.0,0.0,0.0
Magnesium,Mg,²¹Mg,12,21,0.0,21.011705764,8.1e-7,2.5,1,true,0.12,0.0004,-0.3932,0.0028,,
Magnesium,Mg,²²Mg,12,22,0.0,21.999570597,1.7e-7,0.0,1,true,3.8745,0.0007,0.0,0.0,0.0,0.0
Magnesium,Mg,²³Mg,12,23,0.0,22.994123768,3.4e-8,1.5,1,true,11.3039,0.0032,-0.3575333333333333,0.00019999999999999998,0.114,0.003
Magnesium,Mg,²⁴Mg,12,24,78.965,23.985041689,1.3e-8,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Magnesium,Mg,²⁵Mg,12,25,10.011,24.985836966,5.0e-8,2.5,1,false,Inf,,-0.342132,1.2e-5,0.199,0.002
Magnesium,Mg,²⁶Mg,12,26,11.025,25.982592972,3.1e-8,0.0,1,false,Inf,,0.0,0.0,0.0,0.0
Magnesium,Mg,²⁷Mg,12,27,0.0,26.984340647,5.0e-8,0.5,1,true,566.1,1.6199999999999999,-0.8212,0.003,0.0,0.0
Magnesium,Mg,²⁸Mg,12,28,0.0,27.983875426,2.8e-7,0.0,1,true,75294.0,32.4,0.0,0.0,0.0,0.0
Magnesium,Mg,²⁹Mg,12,29,0.0,28.988607163,3.69e-7,1.5,1,true,1.3,0.12,,,,
Magnesium,Mg,³⁰Mg,12,30,0.0,29.990465454,1.39e-6,0.0,1,true,0.317,0.004,0.0,0.0,0.0,0.0
Magnesium,Mg,³¹Mg,12,31,0.0,30.996648232,3.3e-6,0.5,1,true,0.27,0.002,,,0.0,0.0
Magnesium,Mg,³²Mg,12,32,0.0,31.999110138,3.5e-6,0.0,1,true,0.08040000000000001,0.0004,0.0,0.0,0.0,0.0
Magnesium,Mg,³³Mg,12,33,0.0,33.005327862,2.859e-6,1.5,-1,true,0.092,0.0012,,,,
Magnesium,Mg,³⁴Mg,12,34,0.0,34.008935455,7.4e-6,0.0,1,true,0.0449,0.0004,0.0,0.0,0.0,0.0
Magnesium,Mg,³⁵Mg,12,35,0.0,35.01679,0.0002895,1.5,-1,true,0.011300000000000001,0.0006,,,,
Magnesium,Mg,³⁶Mg,12,36,0.0,36.021879,0.000741,0.0,1,true,0.0039,0.0013000000000000002,0.0,0.0,0.0,0.0
Magnesium,Mg,³⁷Mg,12,37,0.0,37.030286265,0.00075035,1.5,-1,true,0.008,0.004,,,,
Magnesium,Mg,³⁸Mg,12,38,0.0,38.03658,0.00054,0.0,1,true,0.002,2.6e-7,0.0,0.0,0.0,0.0
Magnesium,Mg,³⁹Mg,12,39,0.0,39.045921,0.000551,3.5,-1,true,,1.8000000000000002e-7,,,,
Magnesium,Mg,⁴⁰Mg,12,40,0.0,40.053194,0.000537,0.0,1,true,0.001,1.7000000000000001e-7,0.0,0.0,0.0,0.0
Magnesium,Mg,⁴¹Mg,12,41,0.0,41.062373,0.000537,1.5,-1,true,,,,,,
Aluminium,Al,²¹Al,13,21,0.0,21.029082,0.000644,2.5,1,true,,3.5e-8,,,,
Aluminium,Al,²²Al,13,22,0.0,22.01954,0.00043,4.0,1,true,0.0911,0.0005,,,,
Aluminium,Al,²³Al,13,23,0.0,23.007244351,3.7e-7,2.5,1,true,0.446,0.006,1.556,0.008,,
Aluminium,Al,²⁴Al,13,24,0.0,23.999947598,2.44e-7,4.0,1,true,2.053,0.004,,,,
Aluminium,Al,²⁵Al,13,25,0.0,24.990428308,6.9e-8,2.5,1,true,7.1666,0.0023,1.4578799999999998,0.00047999999999999996,0.24,0.02
Aluminium,Al,²⁶Al,13,26,0.0,25.986891876,7.1e-8,5.0,1,true,2.2626315942e13,7.57366224e11,0.5606,0.0008,0.26,0.03
Aluminium,Al,²⁷Al,13,27,100.0,26.981538408,5.0e-8,2.5,1,false,Inf,,1.45628,8.000000000000001e-6,0.1466,0.001
Aluminium,Al,²⁸Al,13,28,0.0,27.981910009,5.2e-8,3.0,1,true,134.70000000000002,0.3,1.0803333333333334,0.0016666666666666668,0.172,0.012
Aluminium,Al,²⁹Al,13,29,0.0,28.980453164,3.7e-7,2.5,1,true,393.59999999999997,3.5999999999999996,,,,
Aluminium,Al,³⁰Al,13,30,0.0,29.982969171,2.077e-6,3.0,1,true,3.62,0.06,1.004,0.0023333333333333335,,
Aluminium,Al,³¹Al,13,31,0.0,30.983949754,2.4e-6,2.5,1,true,0.644,0.025,,,,
Aluminium,Al,³²Al,13,32,0.0,31.988084338,7.7e-6,1.0,1,true,0.032600000000000004,0.0005,1.953,0.002,0.0255,0.0003
Aluminium,Al,³³Al,13,33,0.0,32.990877685,7.5e-6,2.5,1,true,0.041460000000000004,8.999999999999999e-5,1.636,0.002,0.141,0.003
Aluminium,Al,³⁴Al,13,34,0.0,33.996781924,2.259e-6,4.0,-1,true,0.05373,0.00013000000000000002,0.53925,0.004,,
Aluminium,Al,³⁵Al,13,35,0.0,34.999759816,7.9e-6,2.5,1,true,0.03816,0.00021,,,,
Aluminium,Al,³⁷Al,13,37,0.0,37.010531,0.0001935,2.5,1,true,0.0114,0.0003,,,,
Aluminium,Al,³⁸Al,13,38,0.0,38.017681,0.000161,0.0,-1,true,0.009000000000000001,0.0007,0.0,0.0,0.0,0.0
Aluminium,Al,³⁹Al,13,39,0.0,39.02307,0.000322,2.5,1,true,0.0076,0.0016,,,,
